sza,local_time,mlt,mlat,lat,rio,date,S_sn,mS_sn,S_avcc,mS_avcc,S_avmb,mS_avmb,S_sw,mS_sw
40.352,15.592,14.189,55.277,49.320,pen,2014-06-12 22:16:00,-1.137,0.022,-1.380,-0.117,-0.053,0.226,-0.765,0.279
40.189,15.808,15.431,54.784,45.400,ott,2014-06-14 19:29:00,-1.898,-1.292,-2.082,-1.446,-0.675,0.051,-1.520,-0.996
29.944,14.808,13.089,59.066,49.920,brd,2014-06-14 19:29:00,-2.184,-1.401,-2.380,-1.621,-0.827,0.072,-1.755,-0.956
26.328,12.808,11.422,55.277,49.320,pen,2014-06-14 19:29:00,-2.240,0.149,-2.442,-0.007,-0.863,0.001,-1.797,0.530
37.286,11.125,9.895,54.771,45.400,ott,2014-08-01 14:48:00,-1.815,0.148,-2.022,-0.016,-0.552,-0.005,-1.402,0.522
53.862,10.125,7.554,59.059,49.920,brd,2014-08-01 14:48:00,-0.074,0.075,-0.076,0.098,-0.168,-0.046,-0.072,0.039
66.337,8.125,5.887,55.274,49.320,pen,2014-08-01 14:48:00,-0.545,-0.005,-0.654,0.255,0.080,-2.115,-0.335,-0.865
53.020,9.842,8.844,54.766,45.400,ott,2014-08-21 13:31:00,-0.903,-3.395,-1.078,-3.871,0.061,-0.814,-0.605,-2.623
69.951,8.842,6.503,59.056,49.920,brd,2014-08-21 13:31:00,-0.007,0.001,0.011,0.008,-0.106,-0.035,-0.034,-0.009
82.572,6.842,4.836,55.273,49.320,pen,2014-08-21 13:31:00,-0.101,-0.264,-0.097,-0.245,-0.166,-0.380,-0.104,-0.300
66.044,8.608,7.787,54.765,45.400,ott,2014-08-24 12:17:00,-0.186,-0.317,-0.287,-0.464,0.345,0.535,-0.029,-0.103
82.363,7.608,5.446,59.056,49.920,brd,2014-08-24 12:17:00,-0.082,-0.022,-0.077,-0.021,-0.108,-0.033,-0.089,-0.026
94.841,5.608,3.779,55.273,49.320,pen,2014-08-24 12:17:00,-28264865418830125091073931884658417467392.000,-161026784763658862592.000,-28235165790087222104160393946825637232640.000,-161026784763658862592.000,-28235165790087222104160393946825637232640.000,-161026784763658862592.000,,
40.230,11.508,10.464,54.765,45.400,ott,2014-08-25 15:11:00,-1.615,-1.223,-1.848,-1.425,-0.321,0.507,-1.207,-0.863
55.563,10.508,8.123,59.056,49.920,brd,2014-08-25 15:11:00,-0.562,0.476,-0.685,0.697,-0.168,-0.124,-0.365,0.258
67.345,8.508,6.456,55.273,49.320,pen,2014-08-25 15:11:00,-0.345,0.096,-0.432,0.238,-0.083,-0.443,-0.207,-0.082
57.664,16.675,16.131,54.765,45.400,ott,2014-08-25 20:21:00,-1.552,-0.442,-1.806,-0.589,-0.255,0.522,-1.150,-0.201
46.436,15.675,13.790,59.056,49.920,brd,2014-08-25 20:21:00,-0.248,0.608,-0.352,0.795,0.064,0.138,-0.083,0.437
39.786,13.675,12.123,55.273,49.320,pen,2014-08-25 20:21:00,-1.374,0.164,-1.593,0.042,-0.252,0.326,-0.998,0.386
52.466,10.225,9.307,54.763,45.400,ott,2014-09-03 13:54:00,-0.392,0.951,-0.527,0.558,-0.050,0.003,-0.208,0.479
69.219,9.225,6.966,59.055,49.920,brd,2014-09-03 13:54:00,0.003,0.022,0.034,0.040,-0.171,-0.064,-0.041,-0.002
81.711,7.225,5.299,55.273,49.320,pen,2014-09-03 13:54:00,-0.221,-0.120,-0.199,-0.104,-0.333,-0.205,-0.247,-0.145
39.762,13.475,12.820,54.762,45.400,ott,2014-09-06 17:09:00,-1.914,0.160,-2.161,0.034,-0.586,0.216,-1.453,0.431
46.138,12.475,10.479,59.054,49.920,brd,2014-09-06 17:09:00,0.162,0.148,0.178,0.173,-0.009,0.013,0.129,0.107
53.202,10.475,8.812,55.272,49.320,pen,2014-09-06 17:09:00,-0.221,0.232,-0.263,0.288,-0.194,-0.027,-0.153,0.150
44.104,11.758,10.931,54.760,45.400,ott,2014-09-11 15:26:00,-2.296,-0.508,-2.548,-0.661,-0.827,0.374,-1.844,-0.233
57.999,10.758,8.590,59.053,49.920,brd,2014-09-11 15:26:00,0.036,0.074,0.047,0.092,-0.081,-0.016,0.017,0.048
68.921,8.758,6.923,55.272,49.320,pen,2014-09-11 15:26:00,-0.728,0.046,-0.826,0.101,-0.358,-0.204,-0.574,-0.029
74.117,17.758,17.217,54.760,45.400,ott,2014-09-11 21:26:00,-1.064,0.051,-1.261,0.265,-0.097,-0.684,-0.772,-0.201
60.483,16.758,14.876,59.053,49.920,brd,2014-09-11 21:26:00,-0.843,0.110,-0.983,0.144,-0.291,-0.068,-0.606,0.055
50.805,14.758,13.209,55.272,49.320,pen,2014-09-11 21:26:00,-1.892,-0.187,-2.101,-0.383,-0.570,-0.271,-1.486,0.274
51.464,14.325,13.846,54.756,45.400,ott,2014-09-28 18:00:00,-1.282,-0.055,-1.458,-0.224,-0.288,-0.085,-0.978,0.332
52.290,13.325,11.505,59.051,49.920,brd,2014-09-28 18:00:00,-0.321,0.133,-0.383,0.163,-0.130,-0.028,-0.225,0.083
55.127,11.325,9.838,55.271,49.320,pen,2014-09-28 18:00:00,-0.295,-0.064,-0.350,-0.080,0.030,0.033,-0.199,-0.037
54.350,14.575,14.108,54.755,45.400,ott,2014-10-02 18:15:00,0.109,0.066,0.124,0.076,0.030,0.019,0.089,0.053
53.802,13.575,11.767,59.050,49.920,brd,2014-10-02 18:15:00,0.049,0.475,0.002,0.579,0.152,0.112,0.116,0.354
55.503,11.575,10.101,55.271,49.320,pen,2014-10-02 18:15:00,-0.090,0.679,-0.175,0.489,0.200,0.161,0.032,0.656
61.006,15.558,15.082,54.755,45.400,ott,2014-10-02 19:14:00,,-5635344502390334256038008506298456219690793525934292992.000,,-5736457869548487369489548608084546588504888712389197824.000,,-4443441160598229197142437717032334840573366542488567808.000,,0.153
55.563,14.558,12.741,59.050,49.920,brd,2014-10-02 19:14:00,,-33640559336176952055937654673982017118970134533689051776917962752.000,,-34018639050752282022570631450555461459607662193626294025801695232.000,,-26350724510695278963581188976858103732104269573677906655216402432.000,,0.161
53.298,12.558,11.074,55.271,49.320,pen,2014-10-02 19:14:00,,-116650487150645603495432658742401126132350976.000,,-162651722104115053710822155483795344731406336.000,,-12701487930742820029072487692748787520897024.000,,0.365
71.176,9.375,9.027,54.751,45.400,ott,2014-10-16 13:03:00,-1.218,-0.017,-1.371,0.112,-0.519,-0.481,-1.015,-0.157
87.657,8.375,6.686,59.048,49.920,brd,2014-10-16 13:03:00,-10782606241342087139364245772649650716672.000,-47475429398843801600.000,-10782606241342087139364245772649650716672.000,-47475429398843801600.000,-10782606241342087139364245772649650716672.000,-47475429398843801600.000,,
100.311,6.375,5.019,55.270,49.320,pen,2014-10-16 13:03:00,-19847620933929191685624326555979999084544.000,-71270499990901309440.000,-19826765820542558603930904663905456357376.000,-71270499990901309440.000,-19826765820542558603930904663905456357376.000,-71270499990901309440.000,,
63.650,10.858,11.565,54.745,45.400,ott,2014-11-09 15:32:00,-0.182,0.090,-0.219,0.126,-0.249,-0.075,-0.153,0.042
74.832,9.858,9.225,59.045,49.920,brd,2014-11-09 15:32:00,-0.109,-0.032,-0.083,-0.020,-0.257,-0.083,-0.143,-0.045
83.486,7.858,7.558,55.269,49.320,pen,2014-11-09 15:32:00,0.179,0.048,0.156,0.040,0.263,0.079,0.199,0.055
66.880,13.125,13.608,54.743,45.400,ott,2014-11-16 17:48:00,0.189,0.110,0.223,0.131,0.006,0.016,0.144,0.084
68.933,12.125,11.268,59.044,49.920,brd,2014-11-16 17:48:00,-0.133,-0.066,-0.168,-0.080,0.033,0.002,-0.089,-0.049
71.455,10.125,9.601,55.269,49.320,pen,2014-11-16 17:48:00,-0.208,-0.125,-0.290,-0.162,0.180,0.060,-0.106,-0.080
56.126,10.792,10.905,54.715,45.400,ott,2015-03-02 15:28:00,-0.540,0.682,-0.674,0.761,-0.087,0.054,-0.331,0.437
69.686,9.792,8.566,59.028,49.920,brd,2015-03-02 15:28:00,-0.022,0.052,0.007,0.080,-0.219,-0.073,-0.059,0.017
80.114,7.792,6.899,55.262,49.320,pen,2015-03-02 15:28:00,-0.037,-0.013,-0.032,-0.012,-0.056,-0.020,-0.041,-0.015
63.124,14.842,14.951,54.715,45.400,ott,2015-03-02 19:31:00,0.120,0.266,0.099,0.314,0.033,0.054,0.139,0.202
58.512,13.842,12.612,59.028,49.920,brd,2015-03-02 19:31:00,-1.004,0.573,-1.182,0.407,-0.177,0.154,-0.707,0.741
56.689,11.842,10.945,55.262,49.320,pen,2015-03-02 19:31:00,0.123,0.059,0.142,0.068,0.019,0.013,0.095,0.046
58.756,10.892,9.993,54.713,45.400,ott,2015-03-09 14:34:00,-0.290,0.198,-0.332,0.242,-0.188,0.006,-0.222,0.142
74.381,9.892,7.654,59.027,49.920,brd,2015-03-09 14:34:00,-0.248,-0.017,-0.246,-0.000,-0.294,-0.092,-0.248,-0.037
85.990,7.892,5.987,55.262,49.320,pen,2015-03-09 14:34:00,-865042056634738832289397214285687422976.000,-15424037733504989184.000,-865042056634738832289397214285687422976.000,-15424037733504989184.000,-865042056634738832289397214285687422976.000,-15424037733504989184.000,,
61.397,10.392,9.501,54.712,45.400,ott,2015-03-12 14:04:00,-0.349,0.210,-0.408,0.269,-0.185,-0.032,-0.254,0.138
77.711,9.392,7.162,59.027,49.920,brd,2015-03-12 14:04:00,-0.300,-0.078,-0.295,-0.061,-0.358,-0.148,-0.303,-0.096
89.855,7.392,5.495,55.262,49.320,pen,2015-03-12 14:04:00,-1090073550528722267625247105304385028096.000,-18233725609589469184.000,-1090073550528722267625247105304385028096.000,-18233725609589469184.000,-1090073550528722267625247105304385028096.000,-18233725609589469184.000,,
68.827,8.225,7.494,54.701,45.400,ott,2015-04-21 11:54:00,-0.252,-0.198,-0.351,0.095,0.256,-1.154,-0.086,-0.522
84.733,7.225,5.156,59.021,49.920,brd,2015-04-21 11:54:00,-10392516158358603976660174274042640990208.000,-58665543580220522496.000,-10392516158358603976660174274042640990208.000,-58665543580220522496.000,-10392516158358603976660174274042640990208.000,-58665543580220522496.000,,
97.053,5.225,3.489,55.259,49.320,pen,2015-04-21 11:54:00,-814078606807417381676661233766920880128.000,-17005041970047610880.000,-813223204454303248453265810179286368256.000,-17005041970047610880.000,-813223204454303248453265810179286368256.000,-17005041970047610880.000,,
35.736,12.075,11.134,54.701,45.400,ott,2015-04-21 15:45:00,-0.765,0.796,-0.912,0.581,-0.091,0.197,-0.525,0.616
49.450,11.075,8.795,59.021,49.920,brd,2015-04-21 15:45:00,-0.835,-0.447,-0.961,-0.505,-0.126,-0.108,-0.633,-0.363
60.488,9.075,7.128,55.259,49.320,pen,2015-04-21 15:45:00,0.075,0.044,0.093,0.055,-0.028,-0.005,0.049,0.031
33.908,13.325,12.617,54.701,45.400,ott,2015-04-21 17:00:00,-0.811,0.642,-0.940,0.898,-0.235,0.124,-0.580,0.445
41.444,12.325,10.278,59.021,49.920,brd,2015-04-21 17:00:00,-0.384,-0.126,-0.436,-0.144,-0.077,-0.021,-0.294,-0.098
49.567,10.325,8.611,55.259,49.320,pen,2015-04-21 17:00:00,0.068,0.035,0.082,0.042,-0.010,-0.000,0.047,0.025
71.619,18.075,17.581,54.701,45.400,ott,2015-04-21 21:45:00,0.075,0.088,0.092,0.122,-0.205,-0.071,0.028,0.042
56.584,17.075,15.243,59.021,49.920,brd,2015-04-21 21:45:00,-0.197,-0.059,-0.228,-0.070,-0.018,0.001,-0.145,-0.043
45.705,15.075,13.576,55.259,49.320,pen,2015-04-21 21:45:00,0.123,0.041,0.139,0.047,0.023,0.005,0.094,0.031
74.411,18.342,17.842,54.701,45.400,ott,2015-04-21 22:01:00,0.048,0.031,0.078,0.051,-0.175,-0.069,-0.006,0.002
58.966,17.342,15.504,59.021,49.920,brd,2015-04-21 22:01:00,-0.132,-0.039,-0.154,-0.047,0.004,0.008,-0.092,-0.026
47.642,15.342,13.837,55.259,49.320,pen,2015-04-21 22:01:00,0.075,0.029,0.087,0.034,0.005,0.001,0.055,0.021
40.492,10.742,9.702,54.698,45.400,ott,2015-05-05 14:25:00,-2.340,-1.604,-2.559,-1.807,-0.943,0.194,-1.909,-1.245
57.185,9.742,7.364,59.019,49.920,brd,2015-05-05 14:25:00,-0.336,-0.043,-0.392,-0.060,0.015,0.060,-0.230,-0.015
69.712,7.742,5.697,55.258,49.320,pen,2015-05-05 14:25:00,-0.003,-0.002,0.000,-0.001,-0.021,-0.009,-0.008,-0.004
30.756,13.725,13.122,54.698,45.400,ott,2015-05-05 17:24:00,,-5930791517357891813056913014301913627212263626637312.000,,-6149264307853296116611888098385396621250089153724416.000,,-4763522271426110123179620984057294992262247353417728.000,,
35.424,12.725,10.783,59.019,49.920,brd,2015-05-05 17:24:00,,-118363175649193299373235186017057273381191373815808.000,,-113536094921714781454348316305098292318695711571968.000,,-87944680965874004005020004957580750250606573125632.000,,
42.503,10.725,9.116,55.258,49.320,pen,2015-05-05 17:24:00,,-11798748548203482605210318660996628081415145150144739016704.000,,-11285862235007722678290222740766618046449737339676873719808.000,,-8741991296831078688421079121186973854314804654513441472512.000,,
67.463,17.725,17.166,54.669,45.400,ott,2015-08-22 21:24:00,-1.267,0.389,-1.452,0.159,-0.342,-0.138,-0.974,0.721
53.250,16.725,14.829,59.003,49.920,brd,2015-08-22 21:24:00,-0.043,-0.015,-0.050,-0.017,-0.005,-0.002,-0.032,-0.011
43.275,14.725,13.162,55.252,49.320,pen,2015-08-22 21:24:00,-1.850,0.285,-2.061,0.137,-0.656,0.172,-1.470,0.573
56.883,9.592,8.685,54.667,45.400,ott,2015-08-28 13:16:00,-1.229,0.336,-1.351,0.493,-0.723,-0.165,-0.991,0.170
73.800,8.592,6.348,59.002,49.920,brd,2015-08-28 13:16:00,0.004,0.002,0.003,0.001,0.010,0.004,0.006,0.002
86.328,6.592,4.681,55.251,49.320,pen,2015-08-28 13:16:00,-12522780267466244658255584536328191082496.000,-73018338596085276672.000,-12522780267466244658255584536328191082496.000,-73018338596085276672.000,-12522780267466244658255584536328191082496.000,-73018338596085276672.000,,
46.792,15.392,14.846,54.667,45.400,ott,2015-08-28 19:04:00,-2.365,-0.998,-2.589,-1.236,-0.950,-0.140,-1.931,-0.589
41.397,14.392,12.509,59.002,49.920,brd,2015-08-28 19:04:00,-0.053,-0.011,-0.060,-0.013,-0.010,0.001,-0.040,-0.007
40.564,12.392,10.842,55.251,49.320,pen,2015-08-28 19:04:00,-2.404,0.551,-2.622,0.323,-0.987,-0.072,-1.954,0.584
47.963,14.275,13.766,54.661,45.400,ott,2015-09-20 17:57:00,-0.938,-0.527,-1.135,-0.704,0.053,0.170,-0.625,-0.221
49.165,13.275,11.429,58.999,49.920,brd,2015-09-20 17:57:00,-0.024,-0.010,-0.029,-0.012,0.002,0.000,-0.017,-0.007
52.548,11.275,9.762,55.250,49.320,pen,2015-09-20 17:57:00,-0.553,-0.265,-0.705,-0.489,0.172,-0.277,-0.313,0.159
66.081,9.492,8.963,54.658,45.400,ott,2015-10-01 13:10:00,-0.546,0.189,-0.669,0.334,0.011,-0.330,-0.366,0.019
82.782,8.492,6.627,58.997,49.920,brd,2015-10-01 13:10:00,0.008,0.002,0.008,0.002,0.011,0.003,0.009,0.003
95.465,6.492,4.960,55.249,49.320,pen,2015-10-01 13:10:00,-21223070336072452286163454533967389130752.000,-118844136576008044544.000,-21200769953586073034173908871773790666752.000,-118844136576008044544.000,-21200769953586073034173908871773790666752.000,-118844136576008044544.000,,
50.238,13.625,13.144,54.658,45.400,ott,2015-10-02 17:18:00,-1.676,0.150,-1.898,-0.057,-0.412,-0.245,-1.282,0.735
54.817,12.625,10.808,58.997,49.920,brd,2015-10-02 17:18:00,-0.016,-0.003,-0.019,-0.004,0.004,0.003,-0.010,-0.001
60.072,10.625,9.140,55.249,49.320,pen,2015-10-02 17:18:00,-0.525,0.038,-0.607,0.071,-0.363,-0.139,-0.407,-0.016
28.243,14.042,13.300,54.579,45.400,ott,2016-07-24 17:43:00,-0.816,0.272,-1.081,0.125,0.106,0.150,-0.417,0.576
31.661,13.042,10.966,58.953,49.920,brd,2016-07-24 17:43:00,-0.032,-0.014,-0.038,-0.016,-0.001,-0.001,-0.023,-0.010
38.511,11.042,9.298,55.231,49.320,pen,2016-07-24 17:43:00,-1.028,0.040,-1.298,-0.145,0.028,-0.054,-0.619,0.400
